,From,To,Day,Month,Holiday,Distance,Occupancy
2740,2,1,5,12,0,1717.93,79
2741,1,3,6,12,0,2079.0,78
2742,1,3,2,4,0,2079.0,86
2743,1,3,3,5,0,2079.0,85
2744,7,2,5,12,0,1561.76,87
2745,7,2,3,12,0,1561.76,88
2746,1,3,7,5,1,2079.0,94
2747,1,3,4,3,0,2079.0,78
2748,7,2,6,9,0,1561.76,79
2749,1,3,4,5,0,2079.0,86
2750,7,2,5,12,0,1561.76,89
2751,1,3,4,3,0,2079.0,89
2752,7,2,7,5,1,1561.76,91
2753,7,2,6,12,0,1561.76,88
2754,1,3,3,5,0,2079.0,88
2755,1,3,1,1,1,2079.0,93
2756,1,3,1,1,1,2079.0,100
2757,1,3,5,3,0,2079.0,86
2758,5,7,5,6,0,1363.71,83
2759,1,3,5,3,0,2079.0,79
2760,1,3,4,3,0,2079.0,84
2761,2,1,5,12,0,1717.93,79
2762,7,2,6,1,0,1561.76,76
2763,2,1,5,6,0,1717.93,90
2764,2,1,5,4,0,1717.93,85
2765,2,1,5,12,0,1717.93,82
2766,2,1,1,4,1,1717.93,90
2767,1,3,4,3,0,2079.0,83
2768,1,3,6,9,0,2079.0,75
2769,1,3,4,9,0,2079.0,81
2770,7,2,4,5,0,1561.76,86
2771,7,2,6,12,0,1561.76,89
2772,5,7,4,5,0,1363.71,78
2773,2,1,1,3,1,1717.93,90
2774,7,2,6,5,0,1561.76,89
2775,2,1,6,12,0,1717.93,83
2776,1,3,5,3,0,2079.0,90
2777,7,2,1,3,1,1561.76,97
2778,1,3,5,4,0,2079.0,76
2779,7,2,6,12,0,1561.76,79
2780,7,2,3,9,0,1561.76,78
2781,2,1,4,3,0,1717.93,78
2782,1,3,7,5,1,2079.0,92
2783,2,1,2,6,0,1717.93,88
2784,1,3,3,9,0,2079.0,89
2785,2,1,4,12,0,1717.93,82
2786,1,3,6,9,0,2079.0,75
2787,7,2,5,6,0,1561.76,84
2788,1,3,5,3,0,2079.0,76
2789,7,2,1,4,1,1561.76,93
2790,4,6,2,3,0,623.48,75
2791,1,3,5,9,0,2079.0,86
2792,2,1,4,6,0,1717.93,83
2793,7,2,1,1,1,1561.76,94
2794,1,3,3,9,0,2079.0,86
2795,1,3,4,9,0,2079.0,83
2796,1,3,3,9,0,2079.0,75
2797,1,3,2,6,0,2079.0,90
2798,7,2,7,5,1,1561.76,90
2799,1,3,2,5,0,2079.0,88
2800,4,6,3,12,0,623.48,84
2801,2,1,2,5,0,1717.93,88
2802,2,1,2,6,0,1717.93,87
2803,7,2,6,5,0,1561.76,86
2804,7,2,5,9,0,1561.76,78
2805,5,7,5,6,0,1363.71,76
2806,7,2,4,5,0,1561.76,89
2807,2,1,7,5,1,1717.93,99
2808,4,6,6,3,0,623.48,86
2809,7,2,5,12,0,1561.76,80
2810,2,1,4,6,0,1717.93,75
2811,7,2,5,9,0,1561.76,84
2812,1,3,2,5,0,2079.0,80
2813,4,6,3,5,0,623.48,85
2814,2,1,3,12,0,1717.93,76
2815,4,6,6,9,0,623.48,78
2816,1,3,7,5,1,2079.0,96
2817,2,1,4,9,0,1717.93,85
2818,5,7,3,3,0,1363.71,87
2819,1,3,2,6,0,2079.0,79
2820,7,2,6,1,0,1561.76,75
2821,7,2,5,12,0,1561.76,75
2822,7,2,6,5,0,1561.76,79
2823,7,2,7,5,1,1561.76,92
2824,4,6,2,3,0,623.48,75
2825,1,3,6,6,0,2079.0,77
2826,2,1,3,9,0,1717.93,88
2827,7,2,6,3,0,1561.76,83
2828,7,2,4,5,0,1561.76,79
2829,1,3,5,3,0,2079.0,75
2830,1,3,5,3,0,2079.0,87
2831,2,1,3,9,0,1717.93,78
2832,7,2,1,1,1,1561.76,91
2833,7,2,4,5,0,1561.76,77
2834,1,3,6,1,0,2079.0,81
2835,1,3,4,3,0,2079.0,78
2836,7,2,7,1,1,1561.76,96
2837,1,3,4,3,0,2079.0,79
2838,7,2,7,1,1,1561.76,93
2839,7,2,3,5,0,1561.76,78
2840,1,3,7,5,1,2079.0,97
2841,2,1,2,6,0,1717.93,81
2842,1,3,7,1,1,2079.0,93
2843,7,2,3,5,0,1561.76,79
2844,7,2,1,4,1,1561.76,96
2845,1,3,5,6,0,2079.0,75
2846,1,3,5,3,0,2079.0,78
2847,7,2,6,5,0,1561.76,77
2848,1,3,2,3,0,2079.0,84
2849,1,3,5,6,0,2079.0,82
2850,1,3,5,6,0,2079.0,87
2851,1,3,7,6,1,2079.0,95
2852,2,1,2,6,0,1717.93,90
2853,7,2,7,5,1,1561.76,92
2854,7,2,1,4,1,1561.76,95
2855,1,3,6,9,0,2079.0,85
2856,2,1,3,3,0,1717.93,77
2857,4,6,2,6,0,623.48,89
2858,7,2,4,5,0,1561.76,75
2859,1,3,4,5,0,2079.0,78
2860,1,3,5,9,0,2079.0,79
2861,7,2,7,1,1,1561.76,96
2862,1,3,3,5,0,2079.0,84
2863,1,3,2,6,0,2079.0,80
2864,1,3,5,6,0,2079.0,81
2865,7,2,6,1,0,1561.76,85
2866,7,2,6,3,0,1561.76,82
2867,1,3,5,6,0,2079.0,80
2868,2,1,2,3,0,1717.93,90
2869,2,1,3,6,0,1717.93,80
2870,2,1,1,3,1,1717.93,91
2871,7,2,5,9,0,1561.76,85
2872,4,6,4,6,0,623.48,75
2873,7,2,6,9,0,1561.76,77
2874,7,2,6,9,0,1561.76,81
2875,7,2,6,9,0,1561.76,87
2876,1,3,4,3,0,2079.0,82
2877,2,1,6,1,0,1717.93,77
2878,4,6,2,6,0,623.48,84
2879,2,1,3,3,0,1717.93,78
2880,1,3,3,9,0,2079.0,76
2881,7,2,7,1,1,1561.76,92
2882,7,2,7,5,1,1561.76,91
2883,2,1,5,1,0,1717.93,90
2884,1,3,4,5,0,2079.0,79
2885,7,2,6,12,0,1561.76,90
2886,1,3,4,3,0,2079.0,76
2887,1,3,7,5,1,2079.0,100
2888,4,6,3,3,0,623.48,76
2889,2,1,7,1,1,1717.93,99
2890,2,1,7,4,1,1717.93,92
2891,7,2,4,3,0,1561.76,77
2892,1,3,3,5,0,2079.0,89
2893,7,2,6,5,0,1561.76,85
2894,1,3,7,5,1,2079.0,92
2895,7,2,6,9,0,1561.76,86
2896,7,2,1,3,1,1561.76,90
2897,4,6,6,6,0,623.48,88
2898,7,2,6,6,0,1561.76,77
2899,1,3,5,6,0,2079.0,75
2900,7,2,1,3,1,1561.76,98
2901,7,2,6,12,0,1561.76,77
2902,1,3,2,6,0,2079.0,80
2903,1,3,7,5,1,2079.0,91
2904,7,2,5,6,0,1561.76,85
2905,4,6,7,1,1,623.48,99
2906,1,3,3,5,0,2079.0,82
2907,1,3,5,6,0,2079.0,77
2908,7,2,4,5,0,1561.76,79
2909,1,3,7,5,1,2079.0,91
2910,7,2,2,6,0,1561.76,81
2911,7,2,6,9,0,1561.76,75
2912,2,1,1,1,1,1717.93,99
2913,7,2,4,6,0,1561.76,76
2914,1,3,3,5,0,2079.0,77
2915,2,1,1,3,1,1717.93,97
2916,7,2,6,5,0,1561.76,81
2917,4,6,1,1,1,623.48,91
2918,1,3,2,6,0,2079.0,75
2919,1,3,3,5,0,2079.0,82
2920,1,3,3,9,0,2079.0,78
2921,4,6,1,3,1,623.48,96
2922,7,2,6,1,0,1561.76,78
2923,1,3,5,6,0,2079.0,79
2924,2,1,5,1,0,1717.93,88
2925,4,6,6,5,0,623.48,83
2926,1,3,3,9,0,2079.0,79
2927,1,3,2,5,0,2079.0,81
2928,1,3,2,6,0,2079.0,85
2929,1,3,4,3,0,2079.0,85
2930,2,1,3,6,0,1717.93,85
2931,2,1,4,4,0,1717.93,90
2932,2,1,4,12,0,1717.93,77
2933,2,1,4,6,0,1717.93,89
2934,1,3,6,9,0,2079.0,83
2935,2,1,6,5,0,1717.93,81
2936,2,1,1,3,1,1717.93,91
2937,7,2,6,9,0,1561.76,79
2938,2,1,3,12,0,1717.93,78
2939,2,1,1,3,1,1717.93,100
2940,1,3,4,4,0,2079.0,77
2941,7,2,5,9,0,1561.76,86
2942,2,1,2,6,0,1717.93,85
2943,1,3,5,9,0,2079.0,85
2944,2,1,4,6,0,1717.93,90
2945,1,3,5,3,0,2079.0,84
2946,1,3,4,3,0,2079.0,81
2947,1,3,4,3,0,2079.0,82
2948,7,2,5,12,0,1561.76,79
2949,7,2,4,6,0,1561.76,80
2950,1,3,2,6,0,2079.0,85
2951,4,6,5,3,0,623.48,77
2952,7,2,4,6,0,1561.76,76
2953,7,2,6,5,0,1561.76,89
2954,7,2,6,1,0,1561.76,79
2955,2,1,2,6,0,1717.93,84
2956,7,2,6,9,0,1561.76,84
2957,7,2,7,5,1,1561.76,96
2958,2,1,1,4,1,1717.93,99
2959,2,1,6,5,0,1717.93,78
2960,1,3,2,6,0,2079.0,87
2961,2,1,3,9,0,1717.93,76
2962,1,3,5,6,0,2079.0,85
2963,5,7,2,5,0,1363.71,78
2964,7,2,5,6,0,1561.76,90
2965,7,2,6,9,0,1561.76,90
2966,2,1,2,6,0,1717.93,77
2967,7,2,4,5,0,1561.76,78
2968,1,3,1,3,1,2079.0,98
2969,2,1,3,6,0,1717.93,80
2970,1,3,2,5,0,2079.0,87
2971,2,1,4,9,0,1717.93,89
2972,4,6,5,6,0,623.48,76
2973,2,1,2,6,0,1717.93,86
2974,7,2,3,6,0,1561.76,83
2975,1,3,5,9,0,2079.0,76
2976,7,2,5,6,0,1561.76,77
2977,2,1,3,9,0,1717.93,81
2978,2,1,2,6,0,1717.93,86
2979,1,3,7,6,1,2079.0,93
2980,7,2,7,1,1,1561.76,97
2981,2,1,5,6,0,1717.93,88
2982,1,3,6,5,0,2079.0,84
2983,2,1,7,4,1,1717.93,92
2984,1,3,3,5,0,2079.0,82
2985,1,3,3,9,0,2079.0,78
2986,2,1,4,3,0,1717.93,81
2987,1,3,6,12,0,2079.0,75
2988,2,1,6,12,0,1717.93,89
2989,2,1,6,3,0,1717.93,86
2990,2,1,3,12,0,1717.93,86
2991,5,7,4,3,0,1363.71,90
2992,1,3,3,5,0,2079.0,87
2993,2,1,5,4,0,1717.93,87
2994,1,3,1,3,1,2079.0,99
2995,1,3,5,6,0,2079.0,77
2996,7,2,7,5,1,1561.76,93
2997,1,3,1,1,1,2079.0,90
2998,7,2,3,5,0,1561.76,86
2999,1,3,6,9,0,2079.0,80
3000,1,3,6,1,0,2079.0,78
3001,2,1,6,5,0,1717.93,81
3002,1,3,4,5,0,2079.0,78
3003,1,3,5,9,0,2079.0,87
3004,4,6,3,5,0,623.48,79
3005,2,1,2,4,0,1717.93,86
3006,1,3,1,1,1,2079.0,90
3007,2,1,3,12,0,1717.93,78
3008,1,3,3,5,0,2079.0,84
3009,7,2,5,3,0,1561.76,90
3010,1,3,5,6,0,2079.0,88
3011,4,6,5,3,0,623.48,82
3012,2,1,4,5,0,1717.93,78
3013,1,3,5,9,0,2079.0,79
3014,7,2,6,6,0,1561.76,85
3015,7,2,3,5,0,1561.76,85
3016,7,2,6,5,0,1561.76,89
3017,7,2,4,3,0,1561.76,75
3018,4,6,6,3,0,623.48,80
3019,7,2,5,9,0,1561.76,84
3020,7,2,3,5,0,1561.76,86
3021,1,3,5,9,0,2079.0,88
3022,2,1,2,3,0,1717.93,79
3023,7,2,3,5,0,1561.76,75
3024,2,1,5,3,0,1717.93,77
3025,1,3,5,6,0,2079.0,79
3026,7,2,5,9,0,1561.76,83
3027,1,3,6,9,0,2079.0,86
3028,2,1,2,6,0,1717.93,76
3029,1,3,6,12,0,2079.0,84
3030,1,3,1,1,1,2079.0,100
3031,7,2,6,5,0,1561.76,81
3032,2,1,5,1,0,1717.93,84
3033,2,1,2,6,0,1717.93,86
3034,1,3,6,12,0,2079.0,77
3035,1,3,2,6,0,2079.0,86
3036,2,1,2,4,0,1717.93,85
3037,5,7,7,5,1,1363.71,97
3038,1,3,2,5,0,2079.0,88
3039,7,2,2,6,0,1561.76,89
3040,1,3,6,12,0,2079.0,89
3041,7,2,5,9,0,1561.76,86
3042,2,1,5,3,0,1717.93,89
3043,1,3,3,5,0,2079.0,81
3044,7,2,4,5,0,1561.76,82
3045,1,3,4,9,0,2079.0,76
3046,7,2,3,3,0,1561.76,87
3047,1,3,7,6,1,2079.0,96
3048,7,2,6,5,0,1561.76,76
3049,7,2,5,12,0,1561.76,78
3050,1,3,6,12,0,2079.0,77
3051,7,2,2,6,0,1561.76,89
3052,1,3,6,9,0,2079.0,90
3053,1,3,2,6,0,2079.0,90
3054,2,1,3,6,0,1717.93,88
3055,2,1,5,3,0,1717.93,83
3056,2,1,2,6,0,1717.93,76
3057,7,2,6,1,0,1561.76,78
3058,1,3,2,5,0,2079.0,83
3059,1,3,4,3,0,2079.0,84
3060,1,3,5,3,0,2079.0,90
3061,5,7,3,6,0,1363.71,88
3062,7,2,6,5,0,1561.76,84
3063,1,3,2,5,0,2079.0,76
3064,1,3,2,5,0,2079.0,81
3065,7,2,1,1,1,1561.76,95
3066,1,3,1,1,1,2079.0,93
3067,2,1,1,3,1,1717.93,93
3068,5,7,2,3,0,1363.71,79
3069,1,3,7,6,1,2079.0,94
3070,1,3,2,5,0,2079.0,90
3071,7,2,1,3,1,1561.76,100
3072,7,2,3,5,0,1561.76,82
3073,7,2,6,12,0,1561.76,80
3074,2,1,5,6,0,1717.93,90
3075,7,2,5,12,0,1561.76,80
3076,1,3,4,3,0,2079.0,82
3077,1,3,6,9,0,2079.0,85
3078,5,7,6,5,0,1363.71,79
3079,1,3,3,5,0,2079.0,81
3080,1,3,3,9,0,2079.0,83
3081,2,1,6,12,0,1717.93,77
3082,1,3,1,1,1,2079.0,99
3083,1,3,2,6,0,2079.0,81
3084,1,3,6,9,0,2079.0,86
3085,4,6,1,3,1,623.48,98
3086,1,3,3,9,0,2079.0,85
3087,7,2,4,6,0,1561.76,76
3088,1,3,2,6,0,2079.0,85
3089,1,3,5,6,0,2079.0,87
3090,1,3,7,5,1,2079.0,99
3091,1,3,1,1,1,2079.0,92
3092,1,3,7,6,1,2079.0,98
3093,1,3,6,9,0,2079.0,82
3094,1,3,4,3,0,2079.0,75
3095,7,2,6,12,0,1561.76,89
3096,1,3,6,12,0,2079.0,79
3097,1,3,5,6,0,2079.0,83
3098,1,3,2,6,0,2079.0,78
3099,4,6,7,1,1,623.48,93
3100,2,1,1,1,1,1717.93,92
3101,1,3,7,6,1,2079.0,93
3102,1,3,2,6,0,2079.0,85
3103,1,3,5,3,0,2079.0,81
3104,1,3,5,9,0,2079.0,86
3105,7,2,7,1,1,1561.76,94
3106,7,2,7,1,1,1561.76,98
3107,7,2,1,3,1,1561.76,96
3108,2,1,3,12,0,1717.93,77
3109,1,3,3,5,0,2079.0,89
3110,7,2,3,6,0,1561.76,87
3111,2,1,5,1,0,1717.93,89
3112,1,3,5,3,0,2079.0,90
3113,1,3,5,3,0,2079.0,75
3114,7,2,3,5,0,1561.76,75
3115,2,1,5,6,0,1717.93,75
3116,7,2,6,3,0,1561.76,90
3117,1,3,6,12,0,2079.0,80
3118,1,3,4,9,0,2079.0,84
3119,1,3,5,6,0,2079.0,77
3120,7,2,6,9,0,1561.76,85
3121,7,2,6,9,0,1561.76,87
3122,1,3,7,5,1,2079.0,97
3123,7,2,7,6,1,1561.76,94
3124,1,3,2,6,0,2079.0,78
3125,7,2,3,6,0,1561.76,89
3126,2,1,1,3,1,1717.93,98
3127,7,2,5,6,0,1561.76,81
3128,5,7,3,6,0,1363.71,82
3129,1,3,2,6,0,2079.0,82
3130,1,3,3,9,0,2079.0,77
3131,1,3,3,5,0,2079.0,88
3132,2,1,4,5,0,1717.93,77
3133,7,2,1,3,1,1561.76,92
3134,4,6,6,5,0,623.48,81
3135,2,1,1,3,1,1717.93,100
3136,1,3,5,9,0,2079.0,77
3137,2,1,6,12,0,1717.93,79
3138,2,1,6,1,0,1717.93,86
3139,7,2,7,1,1,1561.76,90
3140,1,3,7,5,1,2079.0,95
3141,1,3,2,5,0,2079.0,75
3142,7,2,5,12,0,1561.76,90
3143,2,1,5,6,0,1717.93,89
3144,1,3,2,6,0,2079.0,77
3145,7,2,5,9,0,1561.76,85
3146,7,2,4,4,0,1561.76,78
3147,1,3,5,9,0,2079.0,76
3148,7,2,5,6,0,1561.76,81
3149,4,6,4,3,0,623.48,85
3150,1,3,2,6,0,2079.0,83
3151,1,3,7,5,1,2079.0,94
3152,1,3,5,3,0,2079.0,80
3153,1,3,6,9,0,2079.0,82
3154,7,2,6,1,0,1561.76,86
3155,1,3,2,6,0,2079.0,81
3156,7,2,4,12,0,1561.76,87
3157,1,3,4,5,0,2079.0,90
3158,7,2,7,5,1,1561.76,93
3159,2,1,7,6,1,1717.93,100
3160,1,3,6,12,0,2079.0,85
3161,2,1,1,3,1,1717.93,93
3162,4,6,3,5,0,623.48,90
3163,7,2,6,5,0,1561.76,87
3164,7,2,6,5,0,1561.76,78
3165,7,2,6,5,0,1561.76,81
3166,1,3,3,5,0,2079.0,83
3167,4,6,3,3,0,623.48,81
3168,1,3,6,12,0,2079.0,75
3169,1,3,4,5,0,2079.0,90
3170,2,1,5,3,0,1717.93,84
3171,1,3,3,9,0,2079.0,84
3172,2,1,5,6,0,1717.93,82
3173,2,1,2,6,0,1717.93,85
3174,7,2,5,6,0,1561.76,88
3175,1,3,4,3,0,2079.0,85
3176,7,2,6,9,0,1561.76,75
3177,1,3,5,3,0,2079.0,79
3178,7,2,4,12,0,1561.76,84
3179,1,3,2,6,0,2079.0,78
3180,1,3,7,5,1,2079.0,95
3181,2,1,7,1,1,1717.93,98
3182,1,3,2,5,0,2079.0,77
3183,7,2,5,6,0,1561.76,77
3184,1,3,4,5,0,2079.0,89
3185,1,3,6,12,0,2079.0,89
3186,7,2,6,1,0,1561.76,88
3187,4,6,1,3,1,623.48,93
3188,7,2,3,3,0,1561.76,86
3189,2,1,5,3,0,1717.93,76
3190,5,7,7,1,1,1363.71,100
3191,7,2,1,3,1,1561.76,100
3192,2,1,2,5,0,1717.93,77
3193,7,2,2,4,0,1561.76,89
3194,1,3,4,5,0,2079.0,88
3195,1,3,4,3,0,2079.0,82
3196,2,1,1,4,1,1717.93,97
3197,7,2,4,5,0,1561.76,84
3198,1,3,1,1,1,2079.0,100
3199,4,6,6,12,0,623.48,77
3200,1,3,6,9,0,2079.0,84
3201,2,1,6,3,0,1717.93,88
3202,1,3,4,3,0,2079.0,75
3203,7,2,3,9,0,1561.76,89
3204,1,3,4,3,0,2079.0,89
3205,4,6,2,6,0,623.48,76
3206,1,3,6,9,0,2079.0,84
3207,7,2,6,5,0,1561.76,88
3208,1,3,5,6,0,2079.0,76
3209,1,3,2,6,0,2079.0,80
3210,4,6,1,3,1,623.48,94
3211,2,1,1,4,1,1717.93,97
3212,2,1,5,3,0,1717.93,79
3213,2,1,5,6,0,1717.93,77
3214,7,2,2,5,0,1561.76,80
3215,1,3,4,3,0,2079.0,85
3216,7,2,6,5,0,1561.76,78
3217,7,2,6,1,0,1561.76,90
3218,1,3,6,9,0,2079.0,77
3219,1,3,3,5,0,2079.0,87
3220,7,2,4,6,0,1561.76,81
3221,7,2,3,6,0,1561.76,88
3222,7,2,5,12,0,1561.76,88
3223,1,3,4,3,0,2079.0,80
3224,2,1,3,9,0,1717.93,77
3225,1,3,1,1,1,2079.0,97
3226,7,2,2,6,0,1561.76,79
3227,7,2,6,12,0,1561.76,85
3228,1,3,6,12,0,2079.0,75
3229,7,2,3,5,0,1561.76,83
3230,1,3,2,6,0,2079.0,76
3231,2,1,2,3,0,1717.93,81
3232,7,2,6,12,0,1561.76,81
3233,1,3,2,5,0,2079.0,79
3234,7,2,6,1,0,1561.76,84
3235,7,2,4,6,0,1561.76,75
3236,1,3,5,3,0,2079.0,78
3237,1,3,2,6,0,2079.0,77
3238,1,3,7,6,1,2079.0,100
3239,7,2,3,6,0,1561.76,88
3240,7,2,1,3,1,1561.76,92
3241,7,2,6,12,0,1561.76,83
3242,2,1,1,1,1,1717.93,97
3243,1,3,2,5,0,2079.0,89
3244,1,3,3,9,0,2079.0,89
3245,1,3,2,6,0,2079.0,89
3246,1,3,2,6,0,2079.0,90
3247,2,1,5,3,0,1717.93,79
3248,5,7,1,3,1,1363.71,93
3249,7,2,3,6,0,1561.76,75
3250,2,1,2,6,0,1717.93,80
3251,1,3,3,9,0,2079.0,76
3252,2,1,3,6,0,1717.93,88
3253,2,1,1,3,1,1717.93,99
3254,1,3,6,9,0,2079.0,82
3255,1,3,1,1,1,2079.0,96
3256,7,2,3,5,0,1561.76,87
3257,2,1,5,1,0,1717.93,81
3258,7,2,5,6,0,1561.76,76
3259,7,2,4,5,0,1561.76,90
3260,1,3,6,12,0,2079.0,80
3261,2,1,6,6,0,1717.93,85
3262,4,6,4,3,0,623.48,79
3263,1,3,1,1,1,2079.0,100
3264,1,3,1,3,1,2079.0,99
3265,1,3,4,3,0,2079.0,90
3266,1,3,5,6,0,2079.0,87
3267,7,2,6,9,0,1561.76,87
3268,1,3,7,6,1,2079.0,100
3269,7,2,6,9,0,1561.76,76
3270,1,3,6,12,0,2079.0,89
3271,1,3,2,6,0,2079.0,77
3272,1,3,4,3,0,2079.0,77
3273,4,6,4,5,0,623.48,82
3274,1,3,4,5,0,2079.0,89
3275,1,3,6,12,0,2079.0,81
3276,1,3,7,6,1,2079.0,91
3277,4,6,3,9,0,623.48,89
3278,1,3,6,9,0,2079.0,87
3279,7,2,3,6,0,1561.76,75
3280,1,3,6,9,0,2079.0,90
3281,2,1,7,6,1,1717.93,98
3282,7,2,5,6,0,1561.76,75
3283,1,3,7,6,1,2079.0,97
3284,2,1,3,6,0,1717.93,82
3285,1,3,5,3,0,2079.0,81
3286,7,2,5,6,0,1561.76,89
3287,1,3,2,6,0,2079.0,83
3288,2,1,1,3,1,1717.93,93
3289,7,2,4,9,0,1561.76,84
3290,1,3,4,9,0,2079.0,90
3291,5,7,2,6,0,1363.71,77
3292,5,7,6,5,0,1363.71,77
3293,2,1,6,6,0,1717.93,90
3294,4,6,2,6,0,623.48,87
3295,7,2,5,6,0,1561.76,89
3296,7,2,7,6,1,1561.76,98
3297,1,3,1,1,1,2079.0,91
3298,7,2,4,6,0,1561.76,81
3299,2,1,6,3,0,1717.93,76
3300,1,3,6,9,0,2079.0,84
3301,2,1,1,3,1,1717.93,94
3302,7,2,6,6,0,1561.76,75
3303,7,2,6,9,0,1561.76,77
3304,2,1,1,3,1,1717.93,94
3305,1,3,4,3,0,2079.0,82
3306,1,3,5,3,0,2079.0,84
3307,1,3,2,6,0,2079.0,78
3308,2,1,6,6,0,1717.93,82
3309,2,1,7,4,1,1717.93,94
3310,1,3,3,9,0,2079.0,81
3311,1,3,1,1,1,2079.0,91
3312,7,2,1,3,1,1561.76,96
3313,4,6,4,6,0,623.48,82
3314,2,1,1,4,1,1717.93,98
3315,1,3,5,9,0,2079.0,78
3316,7,2,7,6,1,1561.76,100
3317,1,3,1,3,1,2079.0,97
3318,1,3,1,1,1,2079.0,93
3319,1,3,5,6,0,2079.0,77
3320,1,3,4,3,0,2079.0,78
3321,2,1,1,1,1,1717.93,90
3322,1,3,2,6,0,2079.0,87
3323,1,3,3,5,0,2079.0,88
3324,7,2,4,5,0,1561.76,83
3325,7,2,7,5,1,1561.76,99
3326,7,2,5,6,0,1561.76,85
3327,1,3,3,9,0,2079.0,86
3328,1,3,1,1,1,2079.0,99
3329,7,2,5,9,0,1561.76,79
3330,4,6,6,12,0,623.48,76
3331,4,6,2,6,0,623.48,78
3332,1,3,1,1,1,2079.0,92
3333,7,2,6,9,0,1561.76,76
3334,1,3,2,5,0,2079.0,88
3335,7,2,5,12,0,1561.76,87
3336,7,2,5,6,0,1561.76,86
3337,1,3,5,3,0,2079.0,77
3338,1,3,4,5,0,2079.0,80
3339,2,1,7,6,1,1717.93,97
3340,7,2,6,5,0,1561.76,77
3341,1,3,5,6,0,2079.0,78
3342,2,1,7,1,1,1717.93,91
3343,1,3,7,5,1,2079.0,97
3344,1,3,5,3,0,2079.0,80
3345,1,3,5,9,0,2079.0,85
3346,1,3,2,6,0,2079.0,78
3347,2,1,3,3,0,1717.93,85
3348,7,2,5,6,0,1561.76,79
3349,2,1,4,12,0,1717.93,77
3350,7,2,7,5,1,1561.76,98
3351,2,1,5,3,0,1717.93,84
3352,2,1,1,3,1,1717.93,94
3353,7,2,6,1,0,1561.76,78
3354,1,3,6,5,0,2079.0,88
3355,7,2,4,6,0,1561.76,85
3356,7,2,4,5,0,1561.76,77
3357,1,3,5,9,0,2079.0,78
3358,4,6,7,1,1,623.48,100
3359,7,2,1,1,1,1561.76,94
3360,1,3,6,9,0,2079.0,84
3361,2,1,6,3,0,1717.93,83
3362,2,1,2,3,0,1717.93,81
3363,1,3,5,3,0,2079.0,80
3364,7,2,6,5,0,1561.76,78
3365,2,1,4,3,0,1717.93,80
3366,2,1,6,9,0,1717.93,90
3367,7,2,7,5,1,1561.76,99
3368,2,1,2,4,0,1717.93,84
3369,4,6,7,6,1,623.48,100
3370,7,2,4,6,0,1561.76,86
3371,7,2,4,5,0,1561.76,75
3372,7,2,3,5,0,1561.76,87
3373,7,2,6,9,0,1561.76,90
3374,1,3,5,3,0,2079.0,82
3375,7,2,4,5,0,1561.76,76
3376,2,1,4,12,0,1717.93,80
3377,7,2,4,5,0,1561.76,77
3378,1,3,5,3,0,2079.0,84
3379,1,3,1,1,1,2079.0,95
3380,1,3,4,5,0,2079.0,77
3381,2,1,2,3,0,1717.93,87
3382,1,3,7,6,1,2079.0,97
3383,1,3,3,9,0,2079.0,86
3384,4,6,3,5,0,623.48,83
3385,1,3,4,3,0,2079.0,82
3386,1,3,1,1,1,2079.0,96
3387,1,3,2,6,0,2079.0,86
3388,1,3,1,1,1,2079.0,93
3389,1,3,7,5,1,2079.0,97
3390,7,2,5,6,0,1561.76,81
3391,7,2,3,5,0,1561.76,83
3392,7,2,1,3,1,1561.76,93
3393,1,3,3,5,0,2079.0,90
3394,2,1,1,3,1,1717.93,90
3395,4,6,5,9,0,623.48,79
3396,1,3,6,9,0,2079.0,79
3397,5,7,2,5,0,1363.71,78
3398,7,2,1,4,1,1561.76,96
3399,2,1,3,9,0,1717.93,76
3400,2,1,5,1,0,1717.93,85
3401,1,3,5,3,0,2079.0,77
3402,7,2,7,1,1,1561.76,95
3403,5,7,6,9,0,1363.71,86
3404,1,3,4,3,0,2079.0,85
3405,2,1,4,12,0,1717.93,80
3406,7,2,6,5,0,1561.76,89
3407,7,2,5,6,0,1561.76,77
3408,7,2,4,3,0,1561.76,89
3409,2,1,1,3,1,1717.93,97
3410,7,2,7,1,1,1561.76,94
3411,1,3,4,3,0,2079.0,87
3412,2,1,5,6,0,1717.93,79
3413,7,2,7,6,1,1561.76,93
3414,2,1,6,12,0,1717.93,81
3415,1,3,6,12,0,2079.0,88
3416,1,3,2,5,0,2079.0,84
3417,1,3,4,3,0,2079.0,83
3418,2,1,2,6,0,1717.93,76
3419,7,2,4,6,0,1561.76,75
3420,7,2,3,5,0,1561.76,79
3421,5,7,7,1,1,1363.71,93
3422,2,1,1,3,1,1717.93,97
3423,7,2,5,12,0,1561.76,88
3424,1,3,6,9,0,2079.0,82
3425,5,7,7,5,1,1363.71,92
3426,1,3,1,3,1,2079.0,91
3427,7,2,4,6,0,1561.76,88
3428,7,2,1,3,1,1561.76,99
3429,1,3,5,6,0,2079.0,85
3430,7,2,6,12,0,1561.76,83
3431,7,2,5,9,0,1561.76,89
3432,2,1,4,5,0,1717.93,87
3433,2,1,2,3,0,1717.93,88
3434,7,2,5,9,0,1561.76,76
3435,1,3,7,6,1,2079.0,97
3436,1,3,1,3,1,2079.0,95
3437,7,2,5,12,0,1561.76,88
3438,1,3,2,6,0,2079.0,86
3439,1,3,2,6,0,2079.0,84
