From,To,FlightId,Day,Month,Distance,Occupancy,Fuel_Cost,Ground_Cost,Price
1,3,3,5,9,2079,82,230400,1770,1771.875
2,1,3,6,3,1717.93,78,1738,1400,1818.984706
1,3,3,4,3,2079,80,208800,1770,2673
5,7,2,5,6,1363.71,76,166600,1850,1587.602687
1,3,3,7,5,2079,100,244800,1770,4158
7,2,2,1,3,1561.76,98,186000,1925,2691.54383
1,3,3,4,5,2079,90,201600,1770,3014.55
7,2,3,5,9,1561.76,77,186000,1925,1952.2
2,1,3,5,1,1717.93,90,1738,1400,2161.266774
2,1,3,6,1,1717.93,83,1738,1400,1906.196301
1,3,3,3,5,2079,78,208800,1770,2728.6875
7,2,3,4,5,1561.76,76,174000,1925,1474.020674
1,3,3,5,3,2079,87,237600,1770,2104.048193
1,3,3,5,9,2079,76,216000,1770,1940.4
2,1,3,3,12,1717.93,78,1738,1400,1970.566765
7,2,3,7,5,1561.76,92,192000,1925,2390.44898
1,3,3,3,5,2079,88,223200,1770,2440.565217
7,2,2,4,6,1561.76,84,180000,1925,2030.288
1,3,3,3,9,2079,81,244800,1770,2254.337349
1,3,3,2,5,2079,81,230400,1770,2079
2,1,3,2,3,1717.93,86,1738,1400,1610.559375
7,2,2,7,4,1561.76,98,168000,1925,2717.4624
5,7,2,7,6,1363.71,92,137200,1850,2324.505682
7,2,2,4,5,1561.76,76,168000,1925,1997.00459
4,6,1,4,5,623.48,86,74800,1950,821.86
1,3,3,6,5,2079,81,223200,1770,2129.707317
7,2,3,6,9,1561.76,80,168000,1925,1691.906667
1,3,3,5,9,2079,90,230400,1770,2530.956522
1,3,3,3,5,2079,88,208800,1770,2574
1,3,3,1,3,2079,95,216000,1770,4306.5
1,3,3,7,5,2079,94,201600,1770,4677.75
1,3,3,4,3,2079,90,223200,1770,1801.8
7,2,3,4,5,1561.76,78,186000,1925,1673.314286
2,1,3,5,1,1717.93,86,1738,1400,2490.9985
7,2,3,6,1,1561.76,76,174000,1925,1437.529091
7,2,3,6,9,1561.76,77,192000,1925,1437.529091
4,6,1,2,6,623.48,78,70400,1950,691.8065753
7,2,3,7,1,1561.76,94,198000,1925,2537.86
1,3,3,5,3,2079,85,201600,1770,1958.127907
7,2,3,7,4,1561.76,94,174000,1925,2990.604255
2,1,3,2,3,1717.93,88,1738,1400,2030.280909
1,3,3,4,5,2079,88,244800,1770,2646
2,1,3,4,9,1717.93,89,1738,1400,1932.67125
2,1,3,5,1,1717.93,80,1738,1400,2166.085652
2,1,3,6,9,1717.93,90,1738,1400,2034.390789
1,3,3,6,9,2079,88,244800,1770,2297.842105
1,3,3,2,6,2079,88,237600,1770,2816.709677
1,3,3,7,6,2079,94,230400,1770,4110.75
7,2,2,6,5,1561.76,76,198000,1925,1433.144471
7,2,2,6,1,1561.76,81,186000,1925,1604.547945
7,2,3,2,6,1561.76,89,198000,1925,1833.370435
1,3,3,4,5,2079,87,216000,1770,3067.377049
1,3,3,6,1,2079,79,223200,1770,2233
7,2,3,1,3,1561.76,90,186000,1925,3045.432
2,1,3,4,5,1717.93,85,1738,1400,1786.6472
2,1,3,6,1,1717.93,85,1738,1400,1758.351882
1,3,3,7,5,2079,100,237600,1770,4365.9
2,1,3,6,6,1717.93,85,1738,1400,1546.137
1,3,3,3,5,2079,84,223200,1770,2009.7
1,3,3,1,4,2079,96,244800,1770,3916.255814
7,2,3,4,6,1561.76,81,192000,1925,1741.963077
1,3,3,1,4,2079,91,216000,1770,4455
2,1,3,6,12,1717.93,76,1738,1400,1781.557037
7,2,2,6,12,1561.76,83,186000,1925,1488.265412
7,2,2,6,12,1561.76,78,168000,1925,1756.98
1,3,3,3,5,2079,90,201600,1770,1984.5
7,2,2,7,1,1561.76,99,198000,1925,2602.933333
7,2,2,2,6,1561.76,88,192000,1925,1807.179429
2,1,3,4,12,1717.93,84,1738,1400,1982.226923
1,3,3,2,5,2079,75,244800,1770,2792.686567
2,1,3,2,3,1717.93,85,1738,1400,1924.0816
1,3,3,3,9,2079,88,230400,1770,2053.646341
7,2,2,4,6,1561.76,89,192000,1925,1847.716056
2,1,3,3,12,1717.93,89,1738,1400,1563.509326
2,1,3,3,5,1717.93,83,1738,1400,2076.900448
4,6,1,3,12,623.48,83,68200,1950,631.5771429
2,1,3,6,1,1717.93,81,1738,1400,2047.396027
1,3,3,2,6,2079,77,216000,1770,1925
2,1,3,2,3,1717.93,88,1738,1400,2061.516
1,3,3,4,3,2079,81,201600,1770,2398.846154
2,1,3,1,3,1717.93,92,1738,1400,3221.11875
2,1,3,6,3,1717.93,85,1738,1400,2075.832083
7,2,3,7,1,1561.76,93,174000,1925,2832.96
1,3,3,1,3,2079,92,237600,1770,3317.553191
7,2,2,1,4,1561.76,94,168000,1925,3050.88
1,3,3,2,6,2079,82,201600,1770,2106
2,1,3,1,3,1717.93,100,1738,1400,2913.011739
2,1,3,5,1,1717.93,83,1738,1400,1488.872667
7,2,3,7,5,1561.76,90,192000,1925,3346.628571
1,3,3,4,3,2079,81,216000,1770,2293.014706
7,2,2,3,5,1561.76,88,204000,1925,1639.848
2,1,3,5,6,1717.93,75,1738,1400,2061.516
1,3,3,2,5,2079,90,237600,1770,2457
1,3,3,4,9,2079,76,201600,1770,2150.689655
1,3,3,4,3,2079,78,201600,1770,2436.328125
1,3,3,2,6,2079,76,201600,1770,1930.5
7,2,3,6,1,1561.76,84,168000,1925,1920.196721
2,1,3,7,1,1717.93,100,1738,1400,3393.959268
7,2,2,4,6,1561.76,82,174000,1925,2264.552
7,2,2,7,5,1561.76,92,186000,1925,2707.050667
7,2,2,5,6,1561.76,87,174000,1925,1646.179459
2,1,3,1,3,1717.93,95,1738,1400,3092.274
5,7,2,6,9,1363.71,90,142100,1850,1232.268072
2,1,3,6,9,1717.93,75,1738,1400,2177.657746
1,3,3,1,3,2079,90,230400,1770,4110.75
7,2,3,6,1,1561.76,80,180000,1925,2090.355692
1,3,3,2,6,2079,88,244800,1770,2970
2,1,3,2,5,1717.93,77,1738,1400,2091.393043
1,3,3,6,9,2079,85,201600,1770,1813.081395
2,1,3,3,6,1717.93,76,1738,1400,1908.811111
1,3,3,6,12,2079,87,230400,1770,2440.565217
7,2,2,5,9,1561.76,84,186000,1925,1561.76
1,3,3,6,12,2079,80,208800,1770,2106
1,3,3,3,5,2079,88,237600,1770,2227.5
1,3,3,7,6,2079,97,216000,1770,3603.6
7,2,2,1,4,1561.76,99,204000,1925,2546.347826
1,3,3,4,3,2079,76,216000,1770,2965.131148
1,3,3,7,5,2079,96,216000,1770,4365.9
2,1,3,5,1,1717.93,77,1738,1400,1898.764737
7,2,2,7,1,1561.76,94,174000,1925,3268.8
7,2,3,5,12,1561.76,77,192000,1925,1677.445926
2,1,3,3,6,1717.93,87,1738,1400,1867.315217
7,2,2,3,5,1561.76,81,204000,1925,2067.035294
7,2,3,5,9,1561.76,88,174000,1925,1331.045455
2,1,3,2,3,1717.93,81,1738,1400,1942.007826
7,2,3,6,1,1561.76,84,168000,1925,1830.1875
7,2,2,5,6,1561.76,80,174000,1925,1405.584
5,7,2,2,3,1363.71,85,156800,1850,1547.995135
7,2,3,3,5,1561.76,85,186000,1925,1331.045455
1,3,3,6,9,2079,77,230400,1770,2268
7,2,2,5,6,1561.76,82,198000,1925,2186.464
1,3,3,5,9,2079,80,244800,1770,1856.25
1,3,3,1,1,2079,92,237600,1770,3309.428571
4,6,1,4,3,623.48,82,63800,1950,701.415
1,3,3,4,3,2079,85,216000,1770,2191.378378
7,2,2,5,3,1561.76,89,174000,1925,1362
5,7,2,2,5,1363.71,78,147000,1850,1227.339
7,2,3,7,1,1561.76,100,192000,1925,2811.168
2,1,3,2,6,1717.93,76,1738,1400,1861.090833
1,3,3,1,1,2079,91,208800,1770,3564
1,3,3,7,5,2079,99,223200,1770,3898.125
1,3,3,5,12,2079,76,244800,1770,1999.038462
7,2,3,4,6,1561.76,76,180000,1925,1639.848
1,3,3,3,9,2079,86,223200,1770,2551.5
2,1,3,1,3,1717.93,95,1738,1400,3067.732143
2,1,3,5,1,1717.93,84,1738,1400,1552.346386
7,2,3,2,4,1561.76,89,174000,1925,1579.307865
7,2,3,7,1,1561.76,92,204000,1925,2662.090909
4,6,1,6,12,623.48,88,68200,1950,847.543125
7,2,2,5,6,1561.76,87,192000,1925,1714.126829
7,2,3,7,5,1561.76,99,174000,1925,2788.857143
1,3,3,3,5,2079,90,237600,1770,1930.5
2,1,3,3,12,1717.93,84,1738,1400,1874.105455
7,2,3,3,5,1561.76,80,186000,1925,1433.144471
7,2,2,6,1,1561.76,77,186000,1925,1691.906667
2,1,3,6,1,1717.93,87,1738,1400,2147.4125
1,3,3,5,6,2079,80,230400,1770,2349
7,2,3,4,6,1561.76,81,204000,1925,1952.2
5,7,2,5,1,1363.71,81,142100,1850,1772.823
1,3,3,6,9,2079,90,223200,1770,2563.150685
7,2,3,6,9,1561.76,79,204000,1925,1541.210526
7,2,2,4,5,1561.76,81,168000,1925,1597.254545
4,6,1,3,9,623.48,77,63800,1950,595.14
7,2,3,7,5,1561.76,100,186000,1925,2662.090909
2,1,3,7,4,1717.93,93,1738,1400,3279.684545
2,1,3,1,1,1717.93,98,1738,1400,2899.006875
1,3,3,2,6,2079,77,230400,1770,2476.455882
1,3,3,4,3,2079,86,244800,1770,1999.038462
1,3,3,5,9,2079,89,230400,1770,1981.164706
2,1,3,6,1,1717.93,89,1738,1400,1505.601573
1,3,3,3,9,2079,82,201600,1770,2102.359551
1,3,3,4,3,2079,78,208800,1770,2398.846154
1,3,3,5,3,2079,80,208800,1770,2281.829268
1,3,3,5,6,2079,90,201600,1770,2079
4,6,1,3,5,623.48,80,66000,1950,890.6857143
1,3,3,2,6,2079,78,223200,1770,2025
4,6,1,3,5,623.48,75,61600,1950,707.7340541
1,3,3,5,3,2079,87,237600,1770,2598.75
1,3,3,3,5,2079,77,244800,1770,2106
1,3,3,1,3,2079,99,230400,1770,3436.714286
1,3,3,7,5,2079,99,216000,1770,3508.3125
4,6,1,7,6,623.48,97,63800,1950,1157.891429
7,2,2,1,3,1561.76,90,168000,1925,3313.978537
1,3,3,5,9,2079,90,237600,1770,1822.044944
7,2,2,5,9,1561.76,84,192000,1925,1668.729863
5,7,2,1,3,1363.71,99,151900,1850,2291.0328
2,1,3,1,3,1717.93,90,1738,1400,3435.86
7,2,2,5,12,1561.76,84,174000,1925,1941.044571
2,1,3,4,3,1717.93,75,1738,1400,1610.559375
1,3,3,4,5,2079,79,201600,1770,2350.173913
1,3,3,2,5,2079,86,201600,1770,2398.846154
7,2,2,6,5,1561.76,87,168000,1925,1346.344828
2,1,3,5,12,1717.93,79,1738,1400,2126.960952
1,3,3,6,12,2079,78,230400,1770,2318.884615
1,3,3,2,4,2079,86,223200,1770,2104.9875
1,3,3,3,5,2079,85,201600,1770,2513.41791
7,2,2,5,12,1561.76,87,168000,1925,1561.76
7,2,2,3,12,1561.76,88,198000,1925,2007.977143
1,3,3,7,5,2079,94,201600,1770,3742.2
1,3,3,4,3,2079,78,216000,1770,2079
7,2,2,6,9,1561.76,79,180000,1925,1756.98
1,3,3,4,5,2079,86,230400,1770,2281.829268
7,2,2,5,12,1561.76,89,204000,1925,1346.344828
1,3,3,4,3,2079,89,237600,1770,2659.897059
7,2,3,7,5,1561.76,91,168000,1925,2856.878049
7,2,2,6,12,1561.76,88,204000,1925,2027.957015
1,3,3,3,5,2079,88,244800,1770,2127.917647
1,3,3,1,1,2079,93,223200,1770,4009.5
1,3,3,1,1,2079,100,237600,1770,3771.209302
1,3,3,5,3,2079,86,223200,1770,1751.966292
5,7,2,5,6,1363.71,83,142100,1850,1348.213295
1,3,3,5,3,2079,79,244800,1770,2210.582278
1,3,3,4,3,2079,84,237600,1770,2782.661538
2,1,3,5,12,1717.93,79,1738,1400,1581.276477
7,2,2,6,1,1561.76,76,192000,1925,2129.672727
2,1,3,5,6,1717.93,90,1738,1400,1923.05597
2,1,3,5,4,1717.93,85,1738,1400,1673.308442
2,1,3,5,12,1717.93,82,1738,1400,2032.480563
2,1,3,1,4,1717.93,90,1738,1400,3249.128478
1,3,3,4,3,2079,83,244800,1770,2052.683544
1,3,3,6,9,2079,75,223200,1770,2051.644737
1,3,3,4,9,2079,81,230400,1770,2233
7,2,3,4,5,1561.76,86,204000,1925,1421.377079
7,2,2,6,12,1561.76,89,168000,1925,2007.977143
5,7,2,4,5,1363.71,78,137200,1850,1735.630909
2,1,3,1,3,1717.93,90,1738,1400,3475.81186
7,2,3,6,5,1561.76,89,192000,1925,1601.298228
2,1,3,6,12,1717.93,83,1738,1400,1740.240779
1,3,3,5,3,2079,90,216000,1770,2583.9
7,2,3,1,3,1561.76,97,198000,1925,2733.08
1,3,3,5,4,2079,76,201600,1770,2917.306452
7,2,2,6,12,1561.76,79,180000,1925,2040.363871
7,2,3,3,9,1561.76,78,186000,1925,1561.76
2,1,3,4,3,1717.93,78,1738,1400,1522.710682
1,3,3,7,5,2079,92,216000,1770,4259.414634
2,1,3,2,6,1717.93,88,1738,1400,2534.65082
1,3,3,3,9,2079,89,201600,1770,2528.513514
2,1,3,4,12,1717.93,82,1738,1400,1563.509326
1,3,3,6,9,2079,75,230400,1770,2129.707317
7,2,2,5,6,1561.76,84,204000,1925,1544.012727
1,3,3,5,3,2079,76,208800,1770,2970
7,2,2,1,4,1561.76,93,186000,1925,2440.25
4,6,1,2,3,623.48,75,61600,1950,725.8423881
1,3,3,5,9,2079,86,230400,1770,2079
2,1,3,4,6,1717.93,83,1738,1400,2233.309
7,2,2,1,1,1561.76,94,204000,1925,3268.8
1,3,3,3,9,2079,86,237600,1770,2104.048193
1,3,3,4,9,2079,83,201600,1770,1813.081395
1,3,3,3,9,2079,75,216000,1770,2392.273973
1,3,3,2,6,2079,90,237600,1770,1958.127907
7,2,3,7,5,1561.76,90,198000,1925,2768.574545
1,3,3,2,5,2079,88,216000,1770,2635.352113
4,6,1,3,12,623.48,84,66000,1950,860.9961905
2,1,3,2,5,1717.93,88,1738,1400,2290.573333
2,1,3,2,6,1717.93,87,1738,1400,1717.93
7,2,2,6,5,1561.76,86,180000,1925,1860.331765
7,2,3,5,9,1561.76,78,174000,1925,2196.225
5,7,2,5,6,1363.71,76,147000,1850,1347.666353
7,2,3,4,5,1561.76,89,174000,1925,1929.232941
2,1,3,7,5,1717.93,99,1738,1400,3396.816136
4,6,1,6,3,623.48,86,66000,1950,781.6764179
7,2,3,5,12,1561.76,80,186000,1925,1626.833333
2,1,3,4,6,1717.93,75,1738,1400,2034.390789
7,2,2,5,9,1561.76,84,204000,1925,1748.238806
1,3,3,2,5,2079,80,208800,1770,1834.411765
4,6,1,3,5,623.48,85,68200,1950,768.6739726
2,1,3,3,12,1717.93,76,1738,1400,2075.832083
4,6,1,6,9,623.48,78,72600,1950,664.4984211
1,3,3,7,5,2079,96,208800,1770,3450.255319
2,1,3,4,9,1717.93,85,1738,1400,2254.783125
5,7,2,3,3,1363.71,87,156800,1850,1429.430964
1,3,3,2,6,2079,79,208800,1770,2318.884615
7,2,3,6,1,1561.76,75,204000,1925,1384.287273
7,2,2,5,12,1561.76,75,192000,1925,1621.827692
7,2,3,6,5,1561.76,79,204000,1925,1331.045455
7,2,3,7,5,1561.76,92,174000,1925,3199.703415
4,6,1,2,3,623.48,75,70400,1950,682.4578378
1,3,3,6,6,2079,77,230400,1770,2835
2,1,3,3,9,1717.93,88,1738,1400,1942.007826
7,2,2,6,3,1561.76,83,174000,1925,1543.386353
7,2,3,4,5,1561.76,79,174000,1925,1634.4
1,3,3,5,3,2079,75,216000,1770,2459.661972
1,3,3,5,3,2079,87,201600,1770,2598.75
2,1,3,3,9,1717.93,78,1738,1400,1885.532927
7,2,2,1,1,1561.76,91,168000,1925,3235.074286
7,2,3,4,5,1561.76,77,180000,1925,1467.678072
1,3,3,6,1,2079,81,201600,1770,2970
1,3,3,4,3,2079,78,237600,1770,2306.835616
7,2,2,7,1,1561.76,96,186000,1925,2851.909565
1,3,3,4,3,2079,79,208800,1770,2459.661972
7,2,2,7,1,1561.76,93,198000,1925,2648.201739
7,2,2,3,5,1561.76,78,204000,1925,2129.672727
1,3,3,7,5,2079,97,237600,1770,4351.395349
2,1,3,2,6,1717.93,81,1738,1400,2281.185738
1,3,3,7,1,2079,93,216000,1770,4158
7,2,2,3,5,1561.76,79,180000,1925,1697.565217
7,2,3,1,4,1561.76,96,174000,1925,2788.857143
1,3,3,5,6,2079,75,208800,1770,2598.75
1,3,3,5,3,2079,78,216000,1770,2179.192771
7,2,2,6,5,1561.76,77,180000,1925,1522.716
1,3,3,2,3,2079,84,201600,1770,1958.127907
1,3,3,5,6,2079,82,230400,1770,2104.048193
1,3,3,5,6,2079,87,230400,1770,2158.961538
1,3,3,7,6,2079,95,244800,1770,3955.170732
2,1,3,2,6,1717.93,90,1738,1400,1840.639286
7,2,3,7,5,1561.76,92,168000,1925,2537.86
7,2,2,1,4,1561.76,95,204000,1925,3162.564
1,3,3,6,9,2079,85,223200,1770,1984.5
2,1,3,3,3,1717.93,77,1738,1400,2177.657746
4,6,1,2,6,623.48,89,63800,1950,847.543125
7,2,3,4,5,1561.76,75,186000,1925,1933.607619
1,3,3,4,5,2079,78,216000,1770,2494.8
1,3,3,5,9,2079,79,237600,1770,2835
7,2,3,7,1,1561.76,96,186000,1925,3019.402667
1,3,3,3,5,2079,84,216000,1770,1892.123596
1,3,3,2,6,2079,80,223200,1770,2283.971831
1,3,3,5,6,2079,81,223200,1770,2398.846154
7,2,3,6,1,1561.76,85,204000,1925,1526.66427
7,2,3,6,3,1561.76,82,180000,1925,2049.81
1,3,3,5,6,2079,80,237600,1770,2310
2,1,3,2,3,1717.93,90,1738,1400,1814.714789
2,1,3,3,6,1717.93,80,1738,1400,2244.392419
2,1,3,1,3,1717.93,91,1738,1400,3595.667442
7,2,3,5,9,1561.76,85,186000,1925,1541.990886
4,6,1,4,6,623.48,75,66000,1950,660.1552941
7,2,3,6,9,1561.76,77,180000,1925,1619.602963
7,2,2,6,9,1561.76,81,186000,1925,1368.733483
7,2,3,6,9,1561.76,87,198000,1925,1394.428571
1,3,3,4,3,2079,82,201600,1770,2104.9875
2,1,3,6,1,1717.93,77,1738,1400,1916.152692
4,6,1,2,6,623.48,84,70400,1950,525.4044944
2,1,3,3,3,1717.93,78,1738,1400,1717.93
1,3,3,3,9,2079,76,216000,1770,2568.176471
7,2,3,7,1,1561.76,92,168000,1925,3268.8
7,2,3,7,5,1561.76,91,204000,1925,2830.69
2,1,3,5,1,1717.93,90,1738,1400,2046.357794
1,3,3,4,5,2079,79,244800,1770,2175.697674
7,2,2,6,12,1561.76,90,192000,1925,1822.053333
1,3,3,4,3,2079,76,244800,1770,1885.604651
1,3,3,7,5,2079,100,201600,1770,3626.162791
4,6,1,3,3,623.48,76,70400,1950,694.7348571
2,1,3,7,1,1717.93,99,1738,1400,3519.661463
2,1,3,7,4,1717.93,92,1738,1400,3142.554878
7,2,3,4,3,1561.76,77,198000,1925,1740.246857
1,3,3,3,5,2079,89,216000,1770,2477.712329
7,2,2,6,5,1561.76,85,192000,1925,1693.474699
1,3,3,7,5,2079,92,223200,1770,4677.75
7,2,3,6,9,1561.76,86,192000,1925,1626.833333
7,2,2,1,3,1561.76,90,180000,1925,3011.965714
4,6,1,6,6,623.48,88,66000,1950,648.4192
7,2,2,6,6,1561.76,77,174000,1925,1561.76
1,3,3,5,6,2079,75,223200,1770,2293.014706
7,2,2,1,3,1561.76,98,186000,1925,3279.696
7,2,3,6,12,1561.76,77,204000,1925,2304.236066
1,3,3,2,6,2079,80,230400,1770,2513.41791
1,3,3,7,5,2079,91,201600,1770,3450.255319
7,2,3,5,6,1561.76,85,198000,1925,1488.265412
4,6,1,7,1,623.48,99,74800,1950,974.1875
1,3,3,3,5,2079,82,223200,1770,2533.78125
1,3,3,5,6,2079,77,216000,1770,2162.16
7,2,3,4,5,1561.76,79,168000,1925,1543.386353
1,3,3,7,5,2079,91,208800,1770,3118.5
7,2,2,2,6,1561.76,81,192000,1925,1470.96
7,2,3,6,9,1561.76,75,192000,1925,1741.963077
2,1,3,1,1,1717.93,99,1738,1400,3137.089565
7,2,3,4,6,1561.76,76,180000,1925,2007.977143
1,3,3,3,5,2079,77,237600,1770,2530.956522
2,1,3,1,3,1717.93,97,1738,1400,3513.947727
7,2,3,6,5,1561.76,81,204000,1925,1774.727273
4,6,1,1,1,623.48,91,68200,1950,1186.132683
1,3,3,2,6,2079,75,208800,1770,2574
1,3,3,3,5,2079,82,216000,1770,3067.377049
1,3,3,3,9,2079,78,208800,1770,2215.776316
4,6,1,1,3,623.48,96,66000,1950,1277.373659
7,2,3,6,1,1561.76,78,180000,1925,2162.436923
1,3,3,5,6,2079,79,244800,1770,1953.759036
2,1,3,5,1,1717.93,88,1738,1400,1800.721807
4,6,1,6,5,623.48,83,68200,1950,737.6383099
1,3,3,3,9,2079,79,201600,1770,3014.55
1,3,3,2,5,2079,81,208800,1770,1999.038462
1,3,3,2,6,2079,85,223200,1770,2530.956522
1,3,3,4,3,2079,85,244800,1770,3014.55
2,1,3,3,6,1717.93,85,1738,1400,2264.544091
2,1,3,4,4,1717.93,90,1738,1400,2032.480563
2,1,3,4,12,1717.93,77,1738,1400,2493.769355
2,1,3,4,6,1717.93,89,1738,1400,1982.226923
1,3,3,6,9,2079,83,216000,1770,2327.238806
2,1,3,6,5,1717.93,81,1738,1400,1673.308442
2,1,3,1,3,1717.93,91,1738,1400,2977.745333
7,2,2,6,9,1561.76,79,198000,1925,1709.494054
2,1,3,3,12,1717.93,78,1738,1400,2372.379524
2,1,3,1,3,1717.93,100,1738,1400,3142.554878
1,3,3,4,4,2079,77,230400,1770,2053.646341
7,2,2,5,9,1561.76,86,204000,1925,1378.023529
2,1,3,2,6,1717.93,85,1738,1400,1677.97814
1,3,3,5,9,2079,85,230400,1770,2054.541176
2,1,3,4,6,1717.93,90,1738,1400,1739.404125
1,3,3,5,3,2079,84,237600,1770,2268
1,3,3,4,3,2079,81,244800,1770,2260.9125
1,3,3,4,3,2079,82,201600,1770,1822.044944
7,2,2,5,12,1561.76,79,204000,1925,1952.2
7,2,2,4,6,1561.76,80,186000,1925,1715.736338
1,3,3,2,6,2079,85,237600,1770,2227.5
4,6,1,5,3,623.48,77,72600,1950,556.6785714
7,2,3,4,6,1561.76,76,168000,1925,1525.44
7,2,3,6,5,1561.76,89,198000,1925,2162.436923
7,2,3,6,1,1561.76,79,168000,1925,1561.76
2,1,3,2,6,1717.93,84,1738,1400,1777.168966
7,2,3,6,9,1561.76,84,180000,1925,1428.439024
7,2,2,7,5,1561.76,96,192000,1925,2830.69
2,1,3,1,4,1717.93,99,1738,1400,2960.687872
2,1,3,6,5,1717.93,78,1738,1400,2342.631818
1,3,3,2,6,2079,87,201600,1770,1822.044944
2,1,3,3,9,1717.93,76,1738,1400,1763.138684
1,3,3,5,6,2079,85,223200,1770,2079
5,7,2,2,5,1363.71,78,142100,1850,1648.664328
7,2,2,5,6,1561.76,90,186000,1925,1526.66427
7,2,2,6,9,1561.76,90,168000,1925,2342.64
2,1,3,2,6,1717.93,77,1738,1400,2454.185714
7,2,3,4,5,1561.76,78,198000,1925,1582.864865
1,3,3,1,3,2079,98,244800,1770,3492.72
2,1,3,3,6,1717.93,80,1738,1400,2220.094154
1,3,3,2,5,2079,87,216000,1770,1925
2,1,3,4,9,1717.93,89,1738,1400,2091.393043
4,6,1,5,6,623.48,76,68200,1950,707.7340541
2,1,3,2,6,1717.93,86,1738,1400,1959.891972
7,2,2,3,6,1561.76,83,198000,1925,1428.439024
1,3,3,5,9,2079,76,237600,1770,2002
7,2,2,5,6,1561.76,77,168000,1925,1668.729863
2,1,3,3,9,1717.93,81,1738,1400,2140.805077
2,1,3,2,6,1717.93,86,1738,1400,1599.452069
1,3,3,7,6,2079,93,208800,1770,3742.2
7,2,2,7,1,1561.76,97,198000,1925,2581.684898
2,1,3,5,6,1717.93,88,1738,1400,1738.627952
1,3,3,6,5,2079,84,216000,1770,2782.661538
2,1,3,7,4,1717.93,92,1738,1400,3045.421364
1,3,3,3,5,2079,82,223200,1770,2528.513514
1,3,3,3,9,2079,78,201600,1770,1732.5
2,1,3,4,3,1717.93,81,1738,1400,1697.719059
1,3,3,6,12,2079,75,230400,1770,1813.081395
2,1,3,6,12,1717.93,89,1738,1400,2061.516
2,1,3,6,3,1717.93,86,1738,1400,2230.744925
2,1,3,3,12,1717.93,86,1738,1400,1498.194767
5,7,2,4,3,1363.71,90,147000,1850,1346.447848
1,3,3,3,5,2079,87,237600,1770,2007.310345
2,1,3,5,4,1717.93,87,1738,1400,2186.456364
1,3,3,1,3,2079,99,223200,1770,3981.06383
1,3,3,5,6,2079,77,230400,1770,1958.127907
7,2,2,7,5,1561.76,93,186000,1925,2530.0512
1,3,3,1,1,2079,90,201600,1770,3981.06383
7,2,3,3,5,1561.76,86,174000,1925,1916.705455
1,3,3,6,9,2079,80,223200,1770,2475
1,3,3,6,1,2079,78,216000,1770,2102.359551
2,1,3,6,5,1717.93,81,1738,1400,1764.996575
1,3,3,4,5,2079,78,208800,1770,2740.5
1,3,3,5,9,2079,87,244800,1770,2574
4,6,1,3,5,623.48,79,66000,1950,646.5718519
2,1,3,2,4,1717.93,86,1738,1400,1660.665667
1,3,3,1,1,2079,90,244800,1770,3969
2,1,3,3,12,1717.93,78,1738,1400,2122.148824
1,3,3,3,5,2079,84,237600,1770,1953.759036
7,2,2,5,3,1561.76,90,198000,1925,1899.437838
1,3,3,5,6,2079,88,237600,1770,2079
4,6,1,5,3,623.48,82,72600,1950,711.2940845
2,1,3,4,5,1717.93,78,1738,1400,1891.897595
1,3,3,5,9,2079,79,208800,1770,1973.734177
7,2,3,6,6,1561.76,85,168000,1925,1490.770909
7,2,3,3,5,1561.76,85,198000,1925,1346.344828
7,2,2,6,5,1561.76,89,198000,1925,1677.445926
7,2,3,4,3,1561.76,75,180000,1925,1664.507368
4,6,1,6,3,623.48,80,70400,1950,742.2380952
7,2,2,5,9,1561.76,84,204000,1925,2150.620328
7,2,3,3,5,1561.76,86,180000,1925,2342.64
1,3,3,5,9,2079,88,216000,1770,2349
2,1,3,2,3,1717.93,79,1738,1400,1932.67125
7,2,2,3,5,1561.76,75,168000,1925,1697.565217
2,1,3,5,3,1717.93,77,1738,1400,1630.946203
1,3,3,5,6,2079,79,201600,1770,2659.897059
7,2,2,5,9,1561.76,83,204000,1925,1582.864865
1,3,3,6,9,2079,86,208800,1770,1771.875
2,1,3,2,6,1717.93,76,1738,1400,1660.665667
1,3,3,6,12,2079,84,208800,1770,2420.328358
1,3,3,1,1,2079,100,208800,1770,4259.414634
7,2,2,6,5,1561.76,81,180000,1925,1929.232941
2,1,3,5,1,1717.93,84,1738,1400,1515.820588
2,1,3,2,6,1717.93,86,1738,1400,1942.007826
1,3,3,6,12,2079,77,237600,1770,2055.375
1,3,3,2,6,2079,86,237600,1770,2260.9125
2,1,3,2,4,1717.93,85,1738,1400,1868.248875
5,7,2,7,5,1363.71,97,161700,1850,2291.0328
1,3,3,2,5,2079,88,230400,1770,2371.816901
7,2,2,2,6,1561.76,89,168000,1925,2150.620328
1,3,3,6,12,2079,89,208800,1770,3014.55
7,2,3,5,9,1561.76,86,198000,1925,1646.179459
2,1,3,5,3,1717.93,89,1738,1400,1658.691034
1,3,3,3,5,2079,81,237600,1770,2245.32
7,2,2,4,5,1561.76,82,180000,1925,1946.193231
1,3,3,4,9,2079,76,230400,1770,2910.6
7,2,2,3,3,1561.76,87,174000,1925,1624.2304
1,3,3,7,6,2079,96,237600,1770,3436.714286
7,2,2,6,5,1561.76,76,198000,1925,1624.2304
7,2,3,5,12,1561.76,78,192000,1925,1561.76
